date,matchup,pick,tier,signals,p_model,pick_prob,won,run_diff,winner,home_R,away_R
2026-04-28,MIA @ LAD,LAD,PLATINUM,"F2_xwoba_gap=0.035, F3_swing_take_gap=6604.5",0.7024,0.0,False,1,MIA,1,2
2026-04-29,TB @ CLE,CLE,GOLD,F3_swing_take_gap=2879.2,0.5196,0.0,True,2,CLE,3,1
2026-04-29,SEA @ MIN,MIN,SKIP,,0.6563,0.0,False,2,SEA,3,5
2026-04-29,NYY @ TEX,NYY,SKIP,,0.5313,0.0,False,3,TEX,3,0
2026-04-29,BOS @ TOR,TOR,GOLD,F3_swing_take_gap=483.9,0.6413,0.0,True,7,TOR,8,1
2026-04-29,MIA @ LAD,LAD,PLATINUM,"F2_xwoba_gap=0.031, F3_swing_take_gap=5936.6",0.6563,0.0,False,1,MIA,2,3
2026-04-29,CHC @ SD,CHC,GOLD,F3_swing_take_gap=68.0,0.5133,0.0,True,1,CHC,4,5
2026-04-29,COL @ CIN,CIN,GOLD,F3_swing_take_gap=2277.5,0.5352,0.0,False,11,COL,2,13
2026-04-29,STL @ PIT,PIT,GOLD,F3_swing_take_gap=772.3,0.6122,0.0,False,1,STL,4,5
2026-04-29,WSH @ NYM,WSH,SKIP,,0.702,0.0,True,12,WSH,2,14
2026-04-29,DET @ ATL,ATL,GOLD,F3_swing_take_gap=599.1,0.6741,0.0,True,1,ATL,4,3
2026-04-29,ARI @ MIL,MIL,SKIP,,0.6627,0.0,False,4,ARI,2,6
2026-04-30,DET @ ATL,ATL,GOLD,F3_swing_take_gap=930.4,0.6683,0.0,False,3,DET,2,5
2026-04-30,HOU @ BAL,BAL,SKIP,,0.5147,0.0,True,7,BAL,10,3
2026-04-30,HOU @ BAL,HOU,SKIP,,0.5677,0.0,False,7,BAL,10,3
2026-04-30,STL @ PIT,PIT,GOLD,F3_swing_take_gap=656.0,0.5995,0.0,False,5,STL,5,10
2026-04-30,SF @ PHI,PHI,GOLD,F3_swing_take_gap=1449.1,0.5532,0.0,True,1,PHI,3,2
2026-04-30,SF @ PHI,PHI,GOLD,F3_swing_take_gap=1449.1,0.6371,0.0,True,1,PHI,3,2
2026-04-30,COL @ CIN,COL,GOLD,F3_swing_take_gap=1546.8,0.5135,0.0,False,2,CIN,6,4
2026-04-30,WSH @ NYM,WSH,SKIP,,0.6785,0.0,True,1,WSH,4,5
2026-04-30,ARI @ MIL,MIL,SKIP,,0.6338,0.0,True,12,MIL,13,1
2026-04-30,TOR @ MIN,TOR,GOLD,F3_swing_take_gap=1043.7,0.5463,0.0,False,6,MIN,7,1
2026-05-01,ARI @ CHC,CHC,SKIP,,0.7849,0.0,True,1,CHC,6,5
2026-05-01,TEX @ DET,DET,GOLD,F3_swing_take_gap=3115.6,0.5992,0.0,False,1,TEX,4,5
2026-05-01,CIN @ PIT,PIT,SKIP,,0.5403,0.0,True,8,PIT,9,1
2026-05-01,MIL @ WSH,MIL,GOLD,F3_swing_take_gap=1896.4,0.5133,0.0,True,5,MIL,1,6
2026-05-01,HOU @ BOS,HOU,SKIP,,0.5373,0.0,False,2,BOS,3,1
2026-05-01,SF @ TB,TB,GOLD,F3_swing_take_gap=166.9,0.6713,0.0,True,3,TB,3,0
2026-05-01,PHI @ MIA,MIA,SKIP,,0.5166,0.0,False,1,PHI,5,6
2026-05-01,TOR @ MIN,MIN,GOLD,F3_swing_take_gap=1043.7,0.5162,0.0,False,4,TOR,3,7
2026-05-01,LAD @ STL,LAD,GOLD,F2_xwoba_gap=0.028,0.6349,0.0,False,5,STL,7,2
2026-05-01,ATL @ COL,COL,SKIP,,0.6382,0.0,False,2,ATL,6,8
2026-05-01,NYM @ LAA,LAA,GOLD,F3_swing_take_gap=761.3,0.6683,0.0,False,1,NYM,3,4
2026-05-01,KC @ SEA,SEA,GOLD,F3_swing_take_gap=2578.0,0.6271,0.0,False,1,KC,6,7
2026-05-02,BAL @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.021, F3_swing_take_gap=3965.4",0.5751,0.5751,True,5,NYY,9,4
2026-05-02,TOR @ MIN,TOR,GOLD,F3_swing_take_gap=1264.5,0.569,0.569,True,7,TOR,4,11
2026-05-02,ARI @ CHC,CHC,SKIP,,0.675,0.675,True,2,CHC,2,0
2026-05-02,CIN @ PIT,PIT,GOLD,F3_swing_take_gap=580.2,0.6062,0.6062,True,10,PIT,17,7
2026-05-02,MIL @ WSH,WSH,GOLD,F3_swing_take_gap=1281.4,0.549,0.549,False,3,MIL,1,4
2026-05-02,HOU @ BOS,HOU,GOLD,F2_xwoba_gap=0.024,0.5427,0.5427,True,3,HOU,3,6
2026-05-02,PHI @ MIA,MIA,SKIP,,0.5274,0.5274,True,4,MIA,4,0
2026-05-02,SF @ TB,TB,GOLD,F3_swing_take_gap=386.1,0.6743,0.6743,True,4,TB,5,1
2026-05-02,LAD @ STL,LAD,GOLD,F2_xwoba_gap=0.026,0.5313,0.5313,False,1,STL,3,2
2026-05-02,TEX @ DET,TEX,GOLD,F3_swing_take_gap=2900.3,0.5433,0.5433,False,4,DET,5,1
2026-05-02,ATL @ COL,COL,SKIP,,0.6354,0.6354,False,8,ATL,1,9
2026-05-02,NYM @ LAA,LAA,GOLD,F3_swing_take_gap=99.5,0.5146,0.5146,True,1,LAA,4,3
2026-05-02,KC @ SEA,KC,GOLD,F3_swing_take_gap=1999.2,0.565,0.565,True,1,KC,2,3
2026-05-03,TOR @ MIN,MIN,GOLD,F3_swing_take_gap=459.3,0.5031,0.5031,True,1,MIN,4,3
2026-05-03,HOU @ BOS,HOU,GOLD,F2_xwoba_gap=0.023,0.5081,0.5081,True,2,HOU,1,3
2026-05-03,CIN @ PIT,PIT,GOLD,F3_swing_take_gap=1121.6,0.5846,0.5846,True,1,PIT,1,0
2026-05-03,BAL @ NYY,NYY,GOLD,F3_swing_take_gap=4369.3,0.7059,0.7059,True,8,NYY,11,3
2026-05-03,MIL @ WSH,WSH,GOLD,F3_swing_take_gap=1212.5,0.5144,0.5144,True,1,WSH,3,2
2026-05-03,SF @ TB,TB,GOLD,F3_swing_take_gap=195.1,0.6593,0.6593,True,1,TB,2,1
2026-05-03,PHI @ MIA,MIA,SKIP,,0.6287,0.6287,False,5,PHI,2,7
2026-05-03,LAD @ STL,LAD,GOLD,F2_xwoba_gap=0.024,0.5069,0.5069,True,3,LAD,1,4
2026-05-03,ARI @ CHC,CHC,SKIP,,0.6599,0.6599,True,4,CHC,8,4
2026-05-03,ATL @ COL,COL,SKIP,,0.5987,0.5987,False,5,ATL,6,11
2026-05-03,NYM @ LAA,LAA,GOLD,F3_swing_take_gap=434.4,0.6105,0.6105,False,4,NYM,1,5
2026-05-03,KC @ SEA,SEA,GOLD,F3_swing_take_gap=2232.7,0.6383,0.6383,False,3,KC,1,4
2026-05-03,TEX @ DET,DET,GOLD,F3_swing_take_gap=2838.3,0.6443,0.6443,True,6,DET,7,1
2026-05-05,BOS @ DET,DET,GOLD,F3_swing_take_gap=2421.4,0.5253,0.5253,False,7,BOS,3,10
2026-05-05,TOR @ TB,TB,SKIP,,0.583,0.583,True,1,TB,4,3
2026-05-05,BAL @ MIA,MIA,SKIP,,0.5887,0.5887,False,2,BAL,7,9
2026-05-05,MIN @ WSH,WSH,GOLD,F3_swing_take_gap=860.4,0.5276,0.5276,False,8,MIN,3,11
2026-05-05,TEX @ NYY,NYY,GOLD,F3_swing_take_gap=4894.9,0.6383,0.6383,True,3,NYY,7,4
2026-05-05,CIN @ CHC,CHC,GOLD,F3_swing_take_gap=987.2,0.6473,0.6473,True,1,CHC,3,2
2026-05-05,CLE @ KC,CLE,SKIP,,0.5193,0.5193,False,2,KC,5,3
2026-05-05,LAD @ HOU,HOU,SKIP,,0.5374,0.5374,True,1,HOU,2,1
2026-05-05,PIT @ ARI,ARI,SKIP,,0.7808,0.7808,True,9,ARI,9,0
2026-05-05,ATL @ SEA,ATL,SKIP,,0.5583,0.5583,True,1,ATL,2,3
2026-05-05,SD @ SF,SD,SKIP,,0.659,0.659,True,5,SD,5,10
2026-05-06,TOR @ TB,TB,SKIP,,0.5308,0.5308,True,3,TB,3,0
2026-05-06,MIL @ STL,MIL,GOLD,F3_swing_take_gap=2153.8,0.5253,0.5253,True,4,MIL,2,6
2026-05-06,LAD @ HOU,LAD,SKIP,,0.5643,0.5643,True,10,LAD,2,12
2026-05-06,SD @ SF,SD,GOLD,F2_xwoba_gap=0.021,0.7618,0.7618,True,4,SD,1,5
2026-05-06,ATL @ SEA,ATL,SKIP,,0.5755,0.5755,False,2,SEA,3,1
2026-05-06,BOS @ DET,DET,PLATINUM,"F2_xwoba_gap=0.023, F3_swing_take_gap=4299.7",0.6435,0.6435,False,4,BOS,0,4
2026-05-06,BAL @ MIA,MIA,SKIP,,0.5252,0.5252,False,3,BAL,4,7
2026-05-06,MIN @ WSH,MIN,GOLD,F3_swing_take_gap=420.6,0.5133,0.5133,False,13,WSH,15,2
2026-05-06,TEX @ NYY,NYY,PLATINUM,"F1_xera_gap=1.28*, F2_xwoba_gap=0.037, F3_swing_take_gap=7005.5",0.6107,0.6107,False,5,TEX,1,6
2026-05-06,CIN @ CHC,CHC,GOLD,"F1_xera_gap=1.62*, F3_swing_take_gap=1623.4",0.6456,0.6456,True,1,CHC,7,6
2026-05-06,CLE @ KC,KC,SKIP,,0.5018,0.5018,False,2,CLE,1,3
2026-05-06,NYM @ COL,COL,SKIP,,0.6495,0.6495,False,5,NYM,5,10
2026-05-06,PIT @ ARI,ARI,SKIP,,0.6563,0.6563,False,1,PIT,0,1
2026-05-07,TEX @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.038, F3_swing_take_gap=7145.0",0.6563,0.6563,True,7,NYY,9,2
2026-05-07,MIN @ WSH,WSH,GOLD,F3_swing_take_gap=1231.3,0.6286,0.6286,True,2,WSH,7,5
2026-05-07,CLE @ KC,CLE,SKIP,,0.509,0.509,True,3,CLE,5,8
2026-05-07,CIN @ CHC,CHC,GOLD,"F1_xera_gap=2.65*, F3_swing_take_gap=1562.5",0.5778,0.5778,True,5,CHC,8,3
2026-05-07,NYM @ COL,COL,SKIP,,0.6598,0.6598,True,4,COL,6,2
2026-05-07,PIT @ ARI,ARI,SKIP,,0.7797,0.7797,False,2,PIT,2,4
2026-05-07,BAL @ MIA,BAL,SKIP,,0.5253,0.5253,False,1,MIA,4,3
2026-05-07,TB @ BOS,TB,GOLD,F3_swing_take_gap=1264.1,0.5493,0.5493,True,4,TB,4,8
2026-05-07,STL @ SD,STL,SKIP,,0.5123,0.5123,True,1,STL,1,2
2026-05-08,HOU @ CIN,HOU,SKIP,,0.7939,0.7939,True,10,HOU,0,10
2026-05-08,COL @ PHI,PHI,GOLD,F3_swing_take_gap=261.0,0.518,0.518,False,2,COL,7,9
2026-05-08,LAA @ TOR,TOR,SKIP,,0.6743,0.6743,True,2,TOR,2,0
2026-05-08,TB @ BOS,TB,GOLD,F3_swing_take_gap=762.4,0.5493,0.5493,False,2,BOS,2,0
2026-05-08,WSH @ MIA,MIA,SKIP,,0.598,0.598,False,1,WSH,2,3
2026-05-08,MIN @ CLE,CLE,SKIP,,0.5621,0.5621,True,2,CLE,6,4
2026-05-08,DET @ KC,DET,GOLD,F2_xwoba_gap=0.021,0.5133,0.5133,False,1,KC,4,3
2026-05-08,NYY @ MIL,NYY,GOLD,"F1_xera_gap=1.25*, F2_xwoba_gap=0.034",0.5313,0.5313,False,6,MIL,6,0
2026-05-08,CHC @ TEX,CHC,GOLD,F2_xwoba_gap=0.023,0.5313,0.5313,True,6,CHC,1,7
2026-05-08,NYM @ ARI,ARI,SKIP,,0.6803,0.6803,False,2,NYM,1,3
2026-05-08,STL @ SD,SD,SKIP,,0.5022,0.5022,False,6,STL,0,6
2026-05-08,ATL @ LAD,LAD,SKIP,,0.6413,0.6413,True,2,LAD,3,1
2026-05-09,LAA @ TOR,TOR,SKIP,,0.6743,0.6743,True,13,TOR,14,1
2026-05-09,HOU @ CIN,HOU,SKIP,,0.5253,0.5253,False,2,CIN,3,1
2026-05-09,WSH @ MIA,MIA,SKIP,,0.5501,0.5501,True,1,MIA,8,7
2026-05-09,COL @ PHI,COL,GOLD,F3_swing_take_gap=425.5,0.5088,0.5088,False,6,PHI,9,3
2026-05-09,MIN @ CLE,CLE,SKIP,,0.5719,0.5719,False,1,MIN,1,2
2026-05-09,CHC @ TEX,CHC,GOLD,"F1_xera_gap=0.80*, F2_xwoba_gap=0.025",0.509,0.509,False,6,TEX,6,0
2026-05-09,DET @ KC,DET,GOLD,F2_xwoba_gap=0.021,0.5133,0.5133,False,4,KC,5,1
2026-05-09,NYY @ MIL,NYY,GOLD,"F1_xera_gap=1.68*, F2_xwoba_gap=0.031",0.542,0.542,False,1,MIL,4,3
2026-05-09,NYM @ ARI,ARI,SKIP,,0.6743,0.6743,True,1,ARI,2,1
2026-05-09,STL @ SD,STL,SKIP,,0.554,0.554,False,2,SD,4,2
2026-05-09,PIT @ SF,PIT,GOLD,F2_xwoba_gap=0.031,0.6908,0.6908,True,10,PIT,3,13
2026-05-09,ATL @ LAD,LAD,SKIP,sp_savant_gate=HARD_VETO,0.5506,0.5506,False,5,ATL,2,7
2026-05-10,WSH @ MIA,WSH,SKIP,,0.5195,0.5195,False,3,MIA,5,2
2026-05-10,TB @ BOS,TB,GOLD,F3_swing_take_gap=908.2,0.5433,0.5433,True,3,TB,1,4
2026-05-10,COL @ PHI,PHI,PLATINUM,"F1_xera_gap=4.06, F3_swing_take_gap=733.7",0.5151,0.5151,True,6,PHI,6,0
2026-05-10,LAA @ TOR,TOR,SKIP,,0.6157,0.6157,False,5,LAA,1,6
2026-05-10,HOU @ CIN,HOU,SKIP,,0.5164,0.5164,False,5,CIN,5,0
2026-05-10,MIN @ CLE,CLE,GOLD,F3_swing_take_gap=15.9,0.5695,0.5695,False,1,MIN,4,5
2026-05-10,CHC @ TEX,TEX,SKIP,,0.5758,0.5758,True,3,TEX,3,0
2026-05-10,PIT @ SF,PIT,GOLD,F2_xwoba_gap=0.032,0.5313,0.5313,False,1,SF,7,6
2026-05-10,NYM @ ARI,NYM,SKIP,,0.5042,0.5042,False,4,ARI,5,1
2026-05-10,STL @ SD,STL,SKIP,,0.5215,0.5215,False,1,SD,3,2
2026-05-10,ATL @ LAD,LAD,GOLD,F3_swing_take_gap=1771.3,0.6443,0.6443,False,5,ATL,2,7
2026-05-11,LAA @ CLE,CLE,SKIP,,0.6593,0.6593,True,5,CLE,7,2
2026-05-11,NYY @ BAL,NYY,GOLD,F2_xwoba_gap=0.028,0.5441,0.5441,False,1,BAL,3,2
2026-05-11,TB @ TOR,TB,GOLD,F3_swing_take_gap=1224.0,0.5313,0.5313,True,3,TB,5,8
2026-05-11,ARI @ TEX,ARI,GOLD,F3_swing_take_gap=1780.1,0.5433,0.5433,True,1,ARI,0,1
2026-05-11,SEA @ HOU,HOU,GOLD,F3_swing_take_gap=1783.5,0.5571,0.5571,False,2,SEA,1,3
2026-05-11,SF @ LAD,LAD,PLATINUM,"F2_xwoba_gap=0.054, F3_swing_take_gap=10190.0",0.9447,0.9447,False,6,SF,3,9
2026-05-12,LAA @ CLE,CLE,SKIP,,0.5844,0.5844,True,1,CLE,3,2
2026-05-12,NYY @ BAL,NYY,GOLD,F2_xwoba_gap=0.027,0.5253,0.5253,True,4,NYY,2,6
2026-05-12,WSH @ CIN,WSH,GOLD,F3_swing_take_gap=1046.4,0.5221,0.5221,True,6,WSH,4,10
2026-05-12,COL @ PIT,COL,SKIP,,0.5254,0.5254,False,2,PIT,3,1
2026-05-12,PHI @ BOS,PHI,SKIP,,0.5553,0.5553,True,1,PHI,1,2
2026-05-12,TB @ TOR,TB,GOLD,F3_swing_take_gap=1045.8,0.5261,0.5261,True,1,TB,6,7
2026-05-12,DET @ NYM,DET,SKIP,,0.5193,0.5193,False,8,NYM,10,2
2026-05-12,CHC @ ATL,ATL,GOLD,F3_swing_take_gap=780.7,0.6413,0.6413,True,3,ATL,5,2
2026-05-12,MIA @ MIN,MIA,SKIP,,0.5643,0.5643,False,3,MIN,3,0
2026-05-12,SD @ MIL,MIL,SKIP,,0.5931,0.5931,True,2,MIL,6,4
2026-05-12,ARI @ TEX,ARI,SKIP,,0.542,0.542,False,3,TEX,7,4
2026-05-12,SEA @ HOU,HOU,GOLD,F3_swing_take_gap=1796.0,0.6503,0.6503,False,8,SEA,2,10
2026-05-12,SF @ LAD,LAD,PLATINUM,"F1_xera_gap=1.52*, F2_xwoba_gap=0.050, F3_swing_take_gap=9589.3",0.8599,0.8599,False,4,SF,2,6
2026-05-13,NYY @ BAL,NYY,PLATINUM,"F1_xera_gap=3.19, F2_xwoba_gap=0.031",0.7613,0.7613,False,7,BAL,7,0
2026-05-13,LAA @ CLE,CLE,SKIP,,0.6414,0.6414,True,2,CLE,4,2
2026-05-13,COL @ PIT,PIT,PLATINUM,"F2_xwoba_gap=0.022, F3_swing_take_gap=4130.9",0.511,0.511,False,6,COL,4,10
2026-05-13,PHI @ BOS,PHI,SKIP,,0.7585,0.7585,False,2,BOS,3,1
2026-05-13,TB @ TOR,TB,GOLD,F3_swing_take_gap=396.1,0.5313,0.5313,False,2,TOR,5,3
2026-05-13,DET @ NYM,DET,GOLD,F2_xwoba_gap=0.023,0.5253,0.5253,False,1,NYM,3,2
2026-05-13,CHC @ ATL,CHC,GOLD,F3_swing_take_gap=1260.3,0.517,0.517,False,3,ATL,4,1
2026-05-13,MIA @ MIN,MIN,SKIP,,0.5786,0.5786,False,4,MIA,5,9
2026-05-13,SD @ MIL,MIL,GOLD,F1_xera_gap=1.90*,0.6533,0.6533,False,2,SD,1,3
2026-05-13,ARI @ TEX,ARI,GOLD,F3_swing_take_gap=1591.8,0.5433,0.5433,False,1,TEX,6,5
2026-05-13,SF @ LAD,LAD,PLATINUM,"F1_xera_gap=2.47*, F2_xwoba_gap=0.052, F3_swing_take_gap=9818.6",0.8395,0.8395,True,4,LAD,4,0
2026-05-14,COL @ PIT,PIT,GOLD,F3_swing_take_gap=3579.3,0.5291,0.5291,True,5,PIT,7,2
2026-05-14,WSH @ CIN,WSH,SKIP,,0.5089,0.5089,False,14,CIN,15,1
2026-05-14,DET @ NYM,DET,GOLD,F2_xwoba_gap=0.023,0.5391,0.5391,False,5,NYM,9,4
2026-05-14,SD @ MIL,SD,SKIP,,0.5076,0.5076,False,6,MIL,7,1
2026-05-14,SEA @ HOU,HOU,PLATINUM,"F1_xera_gap=2.51, F3_swing_take_gap=464.2",0.6503,0.6503,False,5,SEA,3,8
2026-05-14,PHI @ BOS,PHI,GOLD,F1_xera_gap=0.93*,0.5553,0.5553,True,2,PHI,1,3
2026-05-14,CHC @ ATL,ATL,GOLD,F3_swing_take_gap=1518.9,0.5108,0.5108,False,2,CHC,0,2
2026-05-14,SF @ LAD,LAD,SKIP,,0.7588,0.7588,True,3,LAD,5,2
2026-05-15,PHI @ PIT,PIT,GOLD,"F1_xera_gap=2.20*, F3_swing_take_gap=2474.0",0.5146,0.5146,False,2,PHI,9,11
2026-05-15,BAL @ WSH,WSH,GOLD,F3_swing_take_gap=2637.6,0.5473,0.5473,True,1,WSH,3,2
2026-05-15,TOR @ DET,TOR,GOLD,F3_swing_take_gap=4874.8,0.5223,0.5223,False,1,DET,3,2
2026-05-15,CIN @ CLE,CLE,GOLD,"F1_xera_gap=1.30*, F5_bullpen_gap=+0.84",0.642,0.642,False,1,CIN,6,7
2026-05-15,MIA @ TB,TB,SKIP,,0.5682,0.5682,True,5,TB,7,2
2026-05-15,BOS @ ATL,ATL,PLATINUM,"F2_xwoba_gap=0.029, F3_swing_take_gap=5596.0",0.6653,0.6653,True,1,ATL,3,2
2026-05-15,NYY @ NYM,NYY,GOLD,"F1_xera_gap=2.38*, F2_xwoba_gap=0.027",0.5253,0.5253,True,3,NYY,2,5
2026-05-15,TEX @ HOU,HOU,GOLD,F3_swing_take_gap=3594.8,0.5517,0.5517,True,2,HOU,2,0
2026-05-15,KC @ STL,STL,SKIP,,0.6452,0.6452,True,1,STL,5,4
2026-05-15,ARI @ COL,ARI,GOLD,F3_swing_take_gap=225.0,0.5026,0.5026,True,8,ARI,1,9
2026-05-15,LAD @ LAA,LAD,GOLD,F2_xwoba_gap=0.035,0.8133,0.8133,True,6,LAD,0,6
2026-05-15,SD @ SEA,SEA,GOLD,"F1_xera_gap=0.85*, F3_swing_take_gap=2929.6",0.5318,0.5318,False,2,SD,0,2
2026-05-16,TOR @ DET,TOR,GOLD,F3_swing_take_gap=4892.0,0.5223,0.5223,True,1,TOR,1,2
2026-05-16,KC @ STL,STL,GOLD,F3_swing_take_gap=1477.1,0.5338,0.5338,True,2,STL,4,2
2026-05-16,ARI @ COL,COL,SKIP,,0.5456,0.5456,True,2,COL,4,2
2026-05-16,BAL @ WSH,WSH,GOLD,"F1_xera_gap=1.20*, F3_swing_take_gap=2601.2",0.5633,0.5633,True,10,WSH,13,3
2026-05-16,PHI @ PIT,PHI,PLATINUM,"F1_xera_gap=3.12, F3_swing_take_gap=2107.6",0.5358,0.5358,True,6,PHI,0,6
2026-05-16,MIA @ TB,TB,SKIP,,0.519,0.519,False,5,MIA,5,10
2026-05-16,CIN @ CLE,CLE,GOLD,"F1_xera_gap=0.99*, F5_bullpen_gap=+0.82",0.5224,0.5224,True,3,CLE,7,4
2026-05-16,TEX @ HOU,HOU,PLATINUM,"F2_xwoba_gap=0.021, F3_swing_take_gap=3927.3",0.5047,0.5047,True,3,HOU,4,1
2026-05-16,MIL @ MIN,MIN,GOLD,F3_swing_take_gap=754.4,0.5447,0.5447,False,1,MIL,1,2
2026-05-16,SD @ SEA,SD,SKIP,,0.5054,0.5054,True,3,SD,4,7
2026-05-16,BOS @ ATL,ATL,PLATINUM,"F2_xwoba_gap=0.029, F3_swing_take_gap=5602.2",0.5862,0.5862,False,1,BOS,2,3
2026-05-16,LAD @ LAA,LAD,SKIP,,0.5313,0.5313,True,13,LAD,2,15
2026-05-17,MIA @ TB,TB,GOLD,F1_xera_gap=2.28*,0.5895,0.5895,True,3,TB,6,3
2026-05-17,BAL @ WSH,WSH,GOLD,F3_swing_take_gap=2986.6,0.5321,0.5321,False,4,BAL,3,7
2026-05-17,PHI @ PIT,PHI,GOLD,F3_swing_take_gap=1860.4,0.5078,0.5078,True,6,PHI,0,6
2026-05-17,BOS @ ATL,ATL,PLATINUM,"F1_xera_gap=1.88*, F2_xwoba_gap=0.030, F3_swing_take_gap=5823.2",0.6713,0.6713,True,7,ATL,8,1
2026-05-17,CIN @ CLE,CLE,GOLD,"F1_xera_gap=2.13*, F5_bullpen_gap=+0.87",0.5731,0.5731,True,7,CLE,10,3
2026-05-17,TOR @ DET,TOR,PLATINUM,"F1_xera_gap=2.38, F3_swing_take_gap=4844.1",0.5163,0.5163,True,3,TOR,1,4
2026-05-17,NYY @ NYM,NYY,GOLD,F2_xwoba_gap=0.027,0.6091,0.6091,False,1,NYM,7,6
2026-05-17,TEX @ HOU,HOU,GOLD,F3_swing_take_gap=3752.2,0.6443,0.6443,False,8,TEX,0,8
2026-05-17,KC @ STL,KC,GOLD,F3_swing_take_gap=793.8,0.5095,0.5095,True,2,KC,0,2
2026-05-17,ARI @ COL,COL,SKIP,,0.552,0.552,False,2,ARI,6,8
2026-05-18,CLE @ DET,DET,GOLD,"F1_xera_gap=1.21*, F3_swing_take_gap=1751.9",0.5001,0.5001,False,6,CLE,2,8
2026-05-18,BAL @ TB,TB,GOLD,F1_xera_gap=1.42*,0.5144,0.5144,True,10,TB,16,6
2026-05-18,CIN @ PHI,PHI,SKIP,,0.5914,0.5914,True,1,PHI,5,4
2026-05-18,ATL @ MIA,MIA,SKIP,,0.5445,0.5445,True,12,MIA,12,0
2026-05-18,NYM @ WSH,WSH,GOLD,F3_swing_take_gap=2908.6,0.516,0.516,False,9,NYM,7,16
2026-05-18,TOR @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.037, F3_swing_take_gap=7165.3",0.5438,0.5438,True,1,NYY,7,6
2026-05-18,BOS @ KC,KC,GOLD,F3_swing_take_gap=2368.3,0.5177,0.5177,False,2,BOS,1,3
2026-05-18,HOU @ MIN,HOU,SKIP,,0.5379,0.5379,False,3,MIN,6,3
2026-05-18,MIL @ CHC,CHC,DIAMOND,"F1_xera_gap=3.02, F2_xwoba_gap=0.022, F3_swing_take_gap=4658.4",0.5955,0.5955,False,6,MIL,3,9
2026-05-18,TEX @ COL,COL,SKIP,,0.6185,0.6185,True,1,COL,7,6
2026-05-18,LAD @ SD,LAD,GOLD,F2_xwoba_gap=0.036,0.5481,0.5481,False,1,SD,1,0
2026-05-18,SF @ ARI,ARI,SKIP,,0.7152,0.7152,True,10,ARI,12,2
2026-05-19,CLE @ DET,CLE,GOLD,"F1_xera_gap=1.64*, F3_swing_take_gap=1440.5",0.5493,0.5493,True,1,CLE,3,4
2026-05-19,BAL @ TB,TB,SKIP,,0.6413,0.6413,True,3,TB,4,1
2026-05-19,CIN @ PHI,PHI,SKIP,,0.6571,0.6571,False,3,CIN,1,4
2026-05-19,NYM @ WSH,WSH,SKIP,,0.5274,0.5274,True,3,WSH,9,6
2026-05-19,TOR @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.040, F3_swing_take_gap=7982.4",0.7215,0.7215,True,1,NYY,5,4
2026-05-19,MIL @ CHC,CHC,PLATINUM,"F2_xwoba_gap=0.020, F3_swing_take_gap=4301.6",0.5078,0.5078,False,3,MIL,2,5
2026-05-19,PIT @ STL,STL,SKIP,,0.5619,0.5619,True,3,STL,9,6
2026-05-19,LAD @ SD,LAD,GOLD,F2_xwoba_gap=0.036,0.5343,0.5343,True,1,LAD,4,5
2026-05-19,SF @ ARI,ARI,SKIP,,0.6743,0.6743,True,2,ARI,5,3
2026-05-20,CIN @ PHI,PHI,SKIP,,0.5026,0.5026,False,5,CIN,4,9
